id,date,month,description,name,location,phase,type,html,date_night,month_night,is_night,priority,important,old_name,processed
188,29,7,,Urus Syedi Luqmaanji bin Syedi Dawood bhai,"Udaipur, India",DAY,URS,"<ul><li>Mazoon e Dawat,1, ane khud bolavva jaata.</li><li>Aap Aalim-e-Mahir [ Expert Scholar] tha. Jeva Arabic ma mahir tha, ej misal Urdu, Hindi, Sanskrit, Gujarati ane Mewadi zaban na mahir tha. Har zaban [language]&nbsp;ma aap ye shayeri kidi chhe. Aap nu takhallus ""Jiv"" hatu.</li><li>""Hamd Rabbana"" ane ""Chaalis Sikhaman"" [ 40 Advice] aap na mashoor tasnif [literary work] chhe.</li><li>Rajab vaste aap lakhe chhe: 'Rajab aaya....dahada namaz na aaya'.</li><li>Aap na vaalid maajid Shk. Dawoodji bin Mehmood [madfoon Udaipur] Hudud ma si tha, ane Doat Badriyen ni khidmat kidi chhe.</li><li>29 Rajab 1177 H. Aap Vafat thaya.&nbsp;</li><li>Aap na mazar Udaipur ma gaam ma chhe. Haal ma ghanu tameer thayu chhe. Zaereen ne Rahishgah bhi ghani comfortable chhe.</li><li>Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;na vaaleda Husaina aai shaeba&nbsp;Syedi Lukmanji ni nasal ma si chhe.</li></ul>",28,7,True,,False,,
189,19,8,,Urus Syedi Saleh Bhaisaheb Saifuddin,"Mumbai, India",DAY,URS,"<p class=""ql-align-center""><br></p><ul><li>Syedi Salehbhai Saheb Safiuddin a.q. Syedna Taher Saifuddin r.a. na shafeeq biradar chhe. Puri zindagi Dawat ni khidmat ma nisaar kidi.</li><li>Aap Dawat na khazana na la-qeemat jauhar hata. Aap ni Waaz,1, Takreero, Vasila, ane Doa ma ajab zaut najar aavto.</li><li>Aap ni viladat 1318 H. [1900 A.D.] ma thai. Hadiyat [1339H], Syedna ane Mazoon saheb {haal na Dai] haj par hata tivare Hindustan na vaali 1355 H., Ilqab [S.T.D.] 1359 H., J.P. [1370H], Mumbai ni Amalat [1349] 65 varas tak Mumbai ni amalat karva no aap no record hato. 1378 H. ma aap Mukasir bana.</li><li>Aap ni mohti khubi ye hati ke aap koi waqt thakta nahin. 97 varas ni umare bhi aap khud har amar ni tawalli karta. Waqt na&nbsp;ghana paband tha. Aap ni shakhshiyat [ personality ] ane tajrubo [ experience ] lajavab hata.</li><li>Aap na haath par je taamir na kaam thaya chhe, teh nu list ghanu lambu thay. Khas taamir ma Mumbai ma Saifee High School, Saifee Girls High School, Burhani College, Saifee Hospital, Mohammadi Baug, Badri Baug, Iwane Husaini, Taheri Hall, Husaini Masjid, Kurla Masjid, Sattad ni Masjid, ane Lonavla ma sanatorium, etc. chhe.</li><li>Aap ne 5 Dikra ane 9 Dikri, 14 farzand hata.&nbsp;</li><li>97 varas ni umare, 19 Shabanul Karim 1414 H. aap Mumbai ma vafat thaya. Aap ni qabr Nariyelwadi, [Jamali Baug] Mumbai ma Mukasire Dawat, Syedi Ishaq Bhaisaheb na javar ma chhe.</li></ul>",18,8,True,,False,,
190,29,8,5th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ali bin Maula Mohammed bin Waleed RA","Agmoor, Yemen",DAY,URS,1, je na tufail ma Utba na khandan [ family ] ma 18 Doat&nbsp;thaya chhe.&nbsp;</li><li>Aa 18 doat Aale Valid kehvay chhe.</li><li>Syedna Ali [r.a.] aap Aale Valid na pehla Dai chhe.</li><li>Satar na Doat ma aap no maqam taarikhi [ historical ] ehmiyat [Importance] rakhe chhe.</li><li>Aap ni viladat Imam Aamir [a.s.] na Daur ma thai. Aap ye juhur na Zaman mubarak ni barakat lidi. Maulatena Hurratul Maleka [r.a.] no Zaman dekho.</li><li>Syedna Zoeb [r.a.] si Syedna Ali bi Hatim [r.a.] tak chaar [ 4 ] Doat ni khidmat kidi.</li><li>Aap na jad [ grand father ] Ibrahim bin Abi Salmah muttaqi hata. Imam Mustansir [a.s.] ni khidmat ma Misr gayela. Imam [a.s.] ye aap ne shifa bolelo pani no kunjo [ jug ] aapelo. Te kunja ni mitti Syedna Ali [r.a.] Mumineen ne shifa vaste aapta. Aap ye vasiyat kidi hati ke te mitti aap na vafat na baad aap ni qabr ma mukva ma aave.</li><li>Bacchpan sij aap kadawar [strong], zaheen [ clever ] ane chalaak tha. Ibadat ane riyazat ma aap nu pallu bhari hatu. Hamesha masjid ne aabad karta.</li><li>Haqeeqat ane Taawil na ghana kitabo aap ye tasneef farmaya chhe, je aaj bhi Dawat na khazana ma mehfuz [ safe ] chhe. Aap ni Doao, Qasida ane Munajaat bhi mashhoor chhe. Mumineen aaj bhi tehni barakat hasil kare chhe.</li><li>Syedna Ali Dawat na arsh par 94 varas ni umare jalwanuma thaya. Aap na zaman ma Mohammed bin Ahmed Ahvari ni fitnat khatam thai. Ahvari ye Dai no davo [claim] kidelo, magar te halaq thayo.</li><li>Aap na Mazoon Syedna Ali bin Hanzala aap na moavin [ madadgar] tha.</li><li>Aap ni Umr 100 varas ni hati. Aap 27 Shabanul Karim 612 H. vafat thaya. Aap ni qabr Yemen ma Ugmur [Haraz] ma chhe," magar jagah maaruf nathi.</li></ul>""",28,7,True,,False,,True
191,8,9,,Urus Syedi Fazal Bhaisaheb Qutubuddin bin Syedna Abdullah (AQ),"Surat, India",DAY,URS,"<ul><li>Syedi Fazalbhai Saheb&nbsp;Qutubuddin&nbsp;50ma Dai,1, Syedna Abdullah Badruddin r.a. na Shahzada chhe. Aap nu laqab Qutbuddin chhe. Aap Aale Tarmal ma si chhe.</li><li>Syedna Taher Saifuddin r.a. ye aap ne 1333H. ma Mukasir na rutba ma qayam kida, ane 1336h. ma Mazoon-e-dawat, Syedi Dawoodbhai Saheb Shahabuddin a.q. na vafat na baad aap ne Mazoon na rutba ma qayam kida.</li><li>Aap ni qabr mubarak Mazar-e-Saifee, Surat ma&nbsp;Syedi Dawoodbhai Saheb ni chhatri na pachhal&nbsp;sahan ma chhe.</li></ul>",7,9,True,,False,,
192,19,9,Wasi Moulana Ali Ibn Ali Talib (SA).,Shahadat Amir ul-Mumineen (SA),,DAY,SHAHADAT,,,,True,,True,,
193,23,9,53rd Dai al-Mutlaq,"Milad Mubarak, al-Dai al-Ajal Syedna Abu Jafarussadiq Aali Qadar Mufaddal Saifuddin (TUS)",Mumbai,DAY,MILAD,,23,9,True,,True,,True
194,4,10,,Urs Syedi Yusufji Shaheed AQ,Ahmedabad,DAY,URS,"<ul><li>Moulai Yusufji&nbsp;ane Moulai Taiyebji Shaheed a.q. beve navjavan [young] Talibe Ilm [Students], potani shaadi ni raate navsa [dulha] na libas ma sabaq parhva vaste Syedna Dawood bin Qutubshah [r.a.] taraf aavta hata,1, je ma, rivayat ma chhe ke, Dawat na kitabo na khazana chhupavela hata. Syedna Dawood bin Qutubshah r.a. yahan&nbsp;sabaq parhavata.</li><li>Aap beve ni qabr par shaadi ni mannat levay chhe.</li></ul>",3,10,True,,False,,True
195,8,10,15th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Abbas bin Syedna Mohammed bin Hatim RA","Hisne Afeda, Yemen",DAY,URS,1,7,10,True,,False,,True
196,13,10,,Urus Syedi Aminji bin Jalal,"Ahmedabad, India",DAY,URS,"<ul><li>Syedi Aminji bin Jalal [a.q.] Syedna Dawood bin Qutubsahah [r.a.] na Mukasir tha.</li><li>Jivare Syedna Dawood bin Qutubshah [r.a.] Lahore padhara,1, yej bayan kida chhe.</li><li>Dawat na kitabo likhva ma aap raat din mashroof rehta. Vahan tak ke aap na bairo ye Hazrate Aaliyah ma aa bara ma shiqayat kidi. Syedna ye farmayu ke raate chirag ma tel na badle paani nakhjo. Bairo ye te misal kidu, magar chirag paani si bhi jalta rahya, ehva ye vali tha.</li><li>Aap 13 Shawwal, 1013 H. [1604 A.D.] vafat thaya chhe. Syedna Dawood [r.a.] ne aap na Vafat no azeem sadmo pohncho hato.</li><li>Qutbi Mazar ma chhella Qubba aap na chhe.</li></ul>",12,10,True,,False,,
197,29,10,,Urus Syedi Qasim Khan bin Hamza Bhai,"Surat, India",DAY,URS,"<p><br></p><ul><li>Syedi Qasimkhan Zainuddin (a.q.),1, sani (r.a.), Syedna Moosa Kalimuddin (r.a.), ane Syedna Noormohammed Nooruddin (r.a.) em teen Doat ni khidmat kidi.</li><li>Aap ye Hujumiya Firqa na logo ne Dawat ni taraf lavva vaste ghani saaye kidi, ane tema kamyab rahya.</li><li>Aap Ahmedabad ane Surat na Vaali rahya chhe..</li><li>Aap ni shaan ghani azeem chhe. Ekaj Zaman ma teen Qaaf jame thai gaya te ma aap ek chhe.&nbsp;Aa teen Qaaf chhe:&nbsp;&nbsp;</li></ul><ol><li>Syedi Qasimkhan Zainuddin (a.q.)&nbsp;&nbsp;[Surat]</li><li>Syedi Qazikhan bin Ali (a.q.)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;[Sidhpur]</li><li>Syedi Abdulqadar Hakimuddin (a.q.) [Burhanpur]</li></ol><ul><li>Aap ni qabr Surat ma Begampura na qabrastaan ma chhe.</li></ul><p><br></p>",28,10,True,,False,,
198,12,11,35th al-Dai al-Mutlaq,Urs Syedna Abduttaiyeb Zakiyuddin bin Syedna Ismail Badruddin RA,"Jamnagar, India",DAY,URS,"<ul><li>34ma Dai,1, te waqt aap ni umar 28 varas ni hati. Aap ne Mazoon na rutba ma qayam kida. Aap Hafezul Quran tha.</li><li>Aap ye aap na bavaji saheb ni azeem khidmat kidi, ane har umur ma aap na moaavin rahya.</li><li>Aap ni koshisho na sabab Hujumia firqa na logo tauba kari ne Dawat ma dakhal thaya.</li><li>Syedna Badruddin (r.a.) na wafat na baad aap Ahmedabad padhara. Dawat na elaam ne buland kida. Mukhalefeen ne hasad aayo, fitnat ni aag salghavi, aap ne ane Mumineen ne ghani musibat pohnchi. Ghana bilad ma gharo lutai gaya, Mumineen ne qaid kida, ane ghana ne qatal kida. Ahmdabad na beve maqbara ma Hudud akrameen ni quboor mitavi didi. Doat na Qubbat todi nakha. Masjido veran thai gai.</li><li>Syedna Zakiuddin (r.a.) makhfi ma Jamnagar padhari gaya. Khuda Taala ye aap ni hifazat kidi. Jamnagar na raja ""Jam Tamanchi"" ye aap ni ghani khidmat kidi.</li><li>Aap ye Jamnagar ma kuvo khoDAYo, ehnu naam 'Beer-e-Ali"" chhe.</li><li>72 Varas ni umare aap 12 Zilqadul Haram 1110 H. vafat thaya. Aap ni Qabr Mubarak Jamnagar ma Qubbat Badriyah ma chhe.</li><li>Aap na Aqeela (wife) Ummul Mumineen Fatema Aaisaheba binte Masoodkhan ni qabr aaj Qubbat ma chhe, je Syedna Moosa Kalimuddin (r.a.) ane Syedi Shekhadam Safiuddin (a.q.) na valeda (mother) chhe.</li></ul>",11,11,True,,False,,True
199,19,11,19th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Idris Imaduddin RA","Shebaam, Yemen.",DAY,URS,1,[2] Jihad ane [3] Hind ni taraf Dawat ni tamheed karva ni chhe.</li><li>[1] Ilm Syedna&nbsp;Idris na mashoor kitabo ma # Uyunal Akhbar, # Nuzhatul Afqar, ane # Zohral Maani chhe.</li><li>[2] Aap ye ghani jihad kidi chhe.</li><li>[3] Hind ni taraf Dawat ni tamheed kidi.</li><li>Yemen ma ek Hindi gareeb ayaa, aap ye tehne tarteeb ma 300 Hudud ni aagal bithaya. Yemen na logo ne bhaari lagu.&nbsp;</li><li>Aap ye Hind na logo nu imtehan lidu. Hind na Vaali Moulai Adam a.q. ne tena ghar na saqqa (Servant) ni pachhal Namaz parhva nu farmayu. Mumineen saghla ye imtehan ma paar utra. Aap ye Dawat Hind ni taraf jaase tehvi peshangoi farmavi.</li><li>Aap na zaman ma Yemen ma Cholera ni bimari felai. Aap na farzand, bhatija, ane ghana Hudud gujri gaya. Aap na Kakaji saheb Maad bin Syedna Abdullah r.a. bhi gujri gaya.&nbsp;Hind ma bhi Dawat par aafat aavi, Jafar ni fitnat uthi. Aap ye Dafeel Afaat ni doa lakhi farmavi, je apan aaj bhi roj parhiye chhe.</li><li>Aap ni qabr mubarak Shibaam ma chhe.</li><li>Aap na Qubba mubarak Syedna Ali bin Syedna Husain r.a. ye banaya, je Syedna Mohammed Izzuddin r.a. na zaman ma Zaidio ye tori nakha," ane vahan Store room banayu.</li><li>Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) ye aap na Qubba ni tameer farmavi ane Shawwal 1431 H. ma iftetah kidi..</li></ul>""",18,10,True,,False,,True
200,27,11,,Urs Syedi Yusuf Khan bin Syedi Shamas Khan,Shajapur,DAY,URS,<ul><li>Aap Syedi Fakhruddin Shaheed [a.q.] ni nasal ma si chhe. Syedi Dawoodbhai bin Moulai Fakhrudfdin a.q. na farzand Mulla Abdurrasul na pota chhe.</li><li>Aap na vaalid&nbsp;Syedi Shamshkhan chhe ni qabr mubarak Surat ma chhe. Aap&nbsp;na farand Syedi Alibhai shaheed ni qabr Indore na najdeek Kamlapur ma chhe</li><li>Aap na Rozat Shajapur ma chhe.Vahan bija ghana Shaheed ni qubur chhe.</li></ul><p>  </p>,26,12,True,,False,,True
201,10,12,"Takbira: Fajr, Zohar",Yawm al-Eid-al-Adha,,DAY,EID, ,,,False,,True,,True
202,16,12, 24th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Yusuf Najmuddin bin Sulaiman RA","Taiba, Yemen",DAY,URS,1, ane nas no kagaz, Hind na chhela Vaali Syedi Qasim Taqiuddin bin Moulai Hasan [q.a.] par mokla. Syedi Qasim ye khud Sidhpur padhari&nbsp;Syedna Yusuf&nbsp;(r.a.) ne nas no kagaz&nbsp;pohnchayo, te waqt aap nadi par hata.</li><li>Syedna Yusuf [r.a.] saat [7] bhaio ma, saghla si chhota tha. Aap na bhaio ma Moosanhaim, Malekshah,&nbsp;Miyan Jafar ane bija Yemen ma madfoon chhe. Bija Bhaio ma Shaikh Badan [ je Syedna Ajabshah r.a. na qubba na bahar chhatri ma madfoon chhe.] ane Miyanji Ahmdabad ma madfoon chhe. Aap na bavaji ye virasat no hisso aapo, tema si aap ye Haj no irado kidho. Aap na bavaji bhi aap na saathe thaya. Haj si farig thai beve sahebo Yemen padhara. Dai ni hazarat ma hazir thaya. Aap na bavaji Yemen ma Manakha gaam ma wafat thaya.</li><li>Syedna Yusuf&nbsp;Najmuddin&nbsp;[r.a.] te baad Dai ni hazarat ma rahya, ane Syedi Hasan bin&nbsp;Nooh (q.a.) si ilm lhasil kidu. Te baad aap Hind padhara.</li><li>Aap Dai thaya baad Sidhpur ma 5 varas rahya. Te darmiyan Sidhpur ma Mumineen ane gair qaum vachhe fasaad (riots) thayo, ane Mumineen ne ye saghla ye 'boycott' kida, Mumineen na saath vepar band kido, Pani band kidu, ane tareh tareh ni taklif pohnchavi.</li><li>Aap ye Mumineen no ek navo mohallo gam na bahar aabad kido, navu bazaar banayu, je ma 24 dukano hati, ane Mumineen ne vahan sij kharidi karva Farmayu. Paani vaste ek kuvo khoDAYo, baju ma ek Masjid banavi, je aaj bhi Sidhpur ma maujud chhe.</li><li>Te baad aap Yemen padhara. Vahan dushmano no jor ghano hato. Aap Zabid ma makhfi halat ma rahya. Aap na dushmano ye aap ne ghani taklif pohnchavi chhe. Aap ne Roman&nbsp;Badshah ye qaid kida. 7000 Ibrahimi ni zamanat par aap ne riha kida. Ye raqam Miyan Ahmed bin Ajabshah [Madfoon-Ahmedabad] ye potana vepar na maal si adaa kidi.</li><li>Aap ye te baad Aqamatul Meqaab no quilo [fort] fateh kido. Aaj bhi vahan aap ni nishani maujud chhe.</li><li>Te baad aap Ziyyah ma rahya. Masaar ma rahya, ane akhir ma Taybah padhara. Vahan si aap ye Hind ni taraf Syedna Jalal&nbsp;Shamshuddin&nbsp;[r.a.] par nas&nbsp;pohnchavi. Aap Taybah ma 16 Zilhaj 974 H. vafat thaya.</li><li>Taybah ma aap na bhai Moosa Bhai Saheb ni qabr chhe. Vahan Syedi Nooh bin Bharuchi ni Masjid chhe. Ek vav bhi chhe. Taybah," Sana'a si 50 Km. duur chhe. Rasto ghano kharab chhe.</li></ul>""",15,11,True,,False,,True
203,29,12,,Urs Ganje Shohoda,Ahmedabad,DAY,URS,<p>N/A</p>,28,12,True,,False,,True
204,5,10,"Urus, Burhanpur, India.",Urus Syedi Abdul Qadir Hakimuddin (AQ),"Burhanpur, India",DAY,1,<p>N/A</p>,4,10,True,,False,,
206,1,1,Shehre Moharramul Haram,Pehli Taarikh Mubarak,,DAY,PEHLI_RAAT,,29,12,True,,True,,True
207,3,1,Ashara,3rd Shehre Moharramul Haram,,DAY,ASHARA,,2,2,False,,True,,True
208,4,1,Ashara,4th Shehre Moharramul Haram,,DAY,ASHARA,,3,2,True,,True,,True
209,6,1,Ashara,6th Shehre Moharramul Haram,,DAY,ASHARA,,5,2,False,,True,,True
210,9,1,Ashara,9th Shehre Moharramul Haram,,DAY,ASHARA,,8,2,False,,True,,True
211,8,1,Ashara,8th Shehre Moharramul Haram,,DAY,ASHARA,,7,2,False,,True,,True
212,7,1,Ashara,7th Shehre Moharramul Haram,,DAY,ASHARA,,6,2,False,,True,,True
213,1,2,,Pehli Taarikh Mubarak (Safarul Muzaffar),,DAY,PEHLI_RAAT,,30,2,True,,True,,True
214,5,1,Ashara,5th Shehre Moharramul Haram,,DAY,ASHARA,,4,2,False,,True,,True
215,1,5,,Pehli Taarikh Mubarak (Jamadal Ula),,DAY,PEHLI_RAAT,,29,5,True,,True,,True
216,1,4,,Pehli Taarikh Mubarak (Rabiul Akhar),,DAY,PEHLI_RAAT,,30,4,True,,True,,True
217,1,3,,Pehli Taarikh Mubarak (Rabiul Awwal),,DAY,PEHLI_RAAT,,29,3,True,,True,,True
218,1,6,,Pehli Taarikh Mubarak (Jamadal Ukhra),,DAY,PEHLI_RAAT,,30,6,True,,True,,True
219,29,6,Washeq,Fadhil Raat Pehli Raat Washeq,,DAY,PEHLI_RAAT,,28,7,True,,True,,True
220,9,12,,"Salgirah, Mazoon ud Dawat Syedi Aliasger bs Kalimuddin Saheb DM",,DAY,OTHER,,9,12,False,,True,,
221,10,1,1st al-Dai al-Mutlaq ,"Urs Mubarak, Syedna Zoeb bin Moosa RA","Haus, Yemen",DAY,URS,1,9,1,False,,True,,True
223,22,4,36th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Moosa Kalimuddin bin Syedna Abduttaiyeb Zakiyuddin RA",Jamnagar,DAY,URS,,22,4,False,,True,,True
224,27,7,,Yaumul Mab'as Shareef (Moti us Sawalat) Rozu,,DAY,OTHER,,26,8,False,,True,,
225,1,7,,Pehli Taarikh Mubarak (Shehre Rajabul Asab),,DAY,PEHLI_RAAT,,29,7,False,,True,,True
226,19,11,,"Salgirah, Mukasir ud Dawat Dr. Syedi Qaidjoher bs Ezzuddin Saheb DM",,DAY,OTHER,,19,11,False,,True,,
227,1,8,,Pehli Taarikh Mubarak (Shabanul Karim),,DAY,PEHLI_RAAT,,30,8,True,,True,,True
228,14,8,,Lailat un Nisf (Shab-e-Baraat),,DAY,OTHER,,13,9,False,,True,,
229,1,9,,Pehli Taarikh Mubarak (Shehre Ramazanul Moazzam),,DAY,PEHLI_RAAT,,29,9,True,,True,,True
230,1,7,,Pehli Tarikh Rozu,,DAY,PEHLI_RAAT,,29,7,False,,True,,True
232,1,10,,Pehli Taarikh Mubarak (Shawwalul Mukarram),,DAY,PEHLI_RAAT,,30,10,True,,True,,True
235,1,11,,Pehli Taarikh Mubarak (Zilqadatil Haram),,DAY,PEHLI_RAAT,,29,11,True,,True,,True
236,9,12,,Yawm ul-Arafa Takbira and Washeq,,DAY,OTHER,,8,12,False,,True,,
237,13,12,Zohar & Asr,Takbira,,DAY,OTHER,,12,12,False,,True,,
238,1,12,,Pehli Taarikh Mubarak (Zilhijjatil Haram),,DAY,PEHLI_RAAT,,30,12,True,,True,,True
239,15,11,45th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Tayyeb Zainuddin bin Syedi Jiwanji RA",Surat,DAY,URS,,15,11,False,,True,,True
241,16,4,,16mi Darees,,DAY,IMPORTANT_night,,15,5,False,,True,,True
243,16,2,,16mi Darees,,DAY,IMPORTANT_night,,15,3,True,,True,,True
244,16,7,,16mi Darees,,DAY,IMPORTANT_night,,15,8,False,,True,,
245,16,6,,16mi Darees,,DAY,IMPORTANT_night,,15,7,False,,True,,
246,16,5,,16mi Darees,,DAY,IMPORTANT_night,,15,6,False,,True,,
247,16,8,,16mi Darees,,DAY,IMPORTANT_night,,15,9,False,,True,,
248,16,12,,16mi Darees,,DAY,IMPORTANT_night,,15,12,False,,True,,
249,16,10,,16mi Darees,,DAY,IMPORTANT_night,,15,11,False,,True,,
250,16,9,,16mi Darees,,DAY,IMPORTANT_night,,15,10,False,,True,,
252,16,11,,16mi Darees,,DAY,IMPORTANT_night,,15,12,False,,True,,
253,16,9,"17mi Raat, Washeq",Lailat al-Fahdil,,NIGHT,WASHEQ,,17,9,True,,True,,
255,17,12,,Lailat ul-Eid-e-Gadhir-e-Khum, ,NIGHT,EID,,17,12,True,,True,,
